source_locality,source_code,source_name,target_code,target_name,stat_2022,match_method,elections,result_rows,eligible,actual_voters
כעביה-טבאש-חג'אג' [978],978,כעביה-טבאש-חג'אג',978,כעביה-טבאש-חג'אג'רה,1,reviewed_locality,K20 K19 K18 K16,18,10500,5406
איילת השחר [77],77,איילת השחר,77,איילת השחר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,18,7620,5389
חצב [700],700,חצב,700,חצב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7234,5386
כאוכב אבו אלהיגא [505],505,כאוכב אבו אלהיגא,505,כאוכב אבו אל-היג'א,1,automatic_code_match,K25 K24 K23,14,8148,5375
כפר יהושע [140],140,כפר יהושע,140,כפר יהושע,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6702,5363
רמות מנשה [445],445,רמות מנשה,445,רמות מנשה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6911,5336
בית עזרא [756],756,בית עזרא,756,בית עזרא,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6968,5335
מנחמיה [48],48,מנחמיה,48,מנחמיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,18,8314,5335
שעלבים [856],856,שעלבים,856,שעלבים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,12,6187,5327
ברכיה [746],746,ברכיה,746,ברכיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6398,5323
כברי [576],576,כברי,576,כברי,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7302,5319
בני ציון [418],418,בני ציון,418,בני ציון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6958,5315
קדר [3781],3781,קדר,3781,קדר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,15,7301,5312
מוצא עילית [208],208,מוצא עילית,208,מוצא עילית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,18,7576,5308
אלישמע [841],841,אלישמע,841,אלישמע,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6814,5306
כפר ורבורג [320],320,כפר ורבורג,320,כפר ורבורג,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6776,5303
שורש [456],456,שורש,456,שורש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,15,7660,5261
מזור [606],606,מזור,606,מזור,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6863,5259
מבועים [1080],1080,מבועים,1080,מבועים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,16,7423,5257
חצרים [397],397,חצרים,397,חצרים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7062,5234
תל עדשים [103],103,תל עדשים,103,תל עדשים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6651,5220
באר טוביה [155],155,באר טוביה,155,באר טוביה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6445,5216
צופית [198],198,צופית,198,צופית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6859,5204
סתריה [610],610,סתריה,610,סתרייה,1,reviewed_locality,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6700,5196
רגבה [390],390,רגבה,390,רגבה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6959,5193
אילון [294],294,אילון,294,אילון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6891,5192
מגל [375],375,מגל,375,מגל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,13,6428,5189
בורגתה [698],698,בורגתה,698,בורגתה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6761,5177
טירת יהודה [663],663,טירת יהודה,663,טירת יהודה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6399,5141
יפעת [134],134,יפעת,134,יפעת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6831,5108
אודים [446],446,אודים,446,אודים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6530,5088
מגדים [689],689,מגדים,689,מגדים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6683,5083
כפר הנגיד [582],582,כפר הנגיד,582,כפר הנגיד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,16,6609,5075
חספין [4005],4005,חספין,4005,חספין,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6519,5058
מעברות [197],197,מעברות,197,מעברות,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6567,5047
בני יהודה [4015],4015,בני יהודה,4015,בני יהודה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7707,5046
עזריה [711],711,עזריה,711,עזריה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6355,5045
שבי ציון [282],282,שבי ציון,282,שבי ציון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7197,5044
פורת [767],767,פורת,767,פורת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7385,5042
בית גמליאל [571],571,בית גמליאל,571,בית גמליאל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6361,5011
אלון הגליל [1182],1182,אלון הגליל,1182,אלון הגליל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6547,5006
אורה [780],780,אורה,780,אורה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6835,4997
מייסר [649],649,מייסר,649,מייסר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,19,10635,4976
טל שחר [462],462,טל שחר,462,טל שחר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6310,4952
מולדת [269],269,מולדת,269,מולדת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6602,4924
בצרה [389],389,בצרה,389,בצרה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6415,4902
עולש [737],737,עולש,737,עולש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6327,4870
רמת יוחנן [178],178,רמת יוחנן,178,רמת יוחנן,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,16,7034,4840
צרעה [567],567,צרעה,567,צרעה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7343,4820
חופית [115],115,חופית,115,חופית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6537,4816
עין דור [436],436,עין דור,436,עין דור,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7627,4809
כפר יחזקאל [85],85,כפר יחזקאל,85,כפר יחזקאל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5956,4802
אשתאול [740],740,אשתאול,740,אשתאול,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6070,4786
שדות ים [327],327,שדות ים,327,שדות ים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,5934,4758
עין החורש [167],167,עין החורש,167,עין החורש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6091,4753
נהלל [80],80,נהלל,80,נהלל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6282,4743
גבת [133],133,גבת,133,גבת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,5900,4737
כפר נטר [316],316,כפר נטר,316,כפר נטר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5948,4726
חיננית [3643],3643,חיננית,3643,חיננית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,12,6043,4719
זכריה [799],799,זכריה,799,זכריה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6109,4717
חגור [717],717,חגור,717,חגור,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5916,4711
עין השופט [270],270,עין השופט,270,עין השופט,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7579,4700
בית עריף [604],604,בית עריף,604,בית עריף,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5995,4691
בית יהושע [288],288,בית יהושע,288,בית יהושע,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6074,4678
שדי חמד [2015],2015,שדי חמד,2015,שדי חמד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5981,4652
עין המפרץ [289],289,עין המפרץ,289,עין המפרץ,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6117,4650
רקפת [1228],1228,רקפת,1228,רקפת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5926,4628
מעש [230],230,מעש,230,מעש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,13,5942,4624
ניצני עוז [851],851,ניצני עוז,851,ניצני עוז,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6124,4621
גמזו [745],745,גמזו,745,גמזו,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5638,4609
שריד [126],126,שריד,126,שריד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6475,4604
סאגור [525],525,סאגור,525,סאג'ור,1,automatic_code_match,K25 K24 K23,15,9361,4603
עצמון שגב [917],917,עצמון שגב,917,עצמון שגב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,14,6238,4596
מצובה [325],325,מצובה,325,מצובה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6642,4565
גבע כרמל [683],683,גבע כרמל,683,גבע כרמל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,5999,4563
ירחיב [718],718,ירחיב,718,ירחיב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6297,4554
מסילת ציון [742],742,מסילת ציון,742,מסילת ציון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5675,4545
עין איילה [687],687,עין איילה,687,עין איילה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6012,4544
בארותיים [697],697,בארותיים,697,בארותיים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5810,4536
ערוגות [593],593,ערוגות,593,ערוגות,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5668,4528
נבטים [396],396,נבטים,396,נבטים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5919,4513
רינתיה [616],616,רינתיה,616,רינתיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5852,4513
בת עין [3794],3794,בת עין,3794,בת עין,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6469,4486
כפר עזה [845],845,כפר עזה,845,כפר עזה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6098,4486
אחיטוב [850],850,אחיטוב,850,אחיטוב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6038,4477
דליה [300],300,דליה,300,דלייה,1,reviewed_locality,K25 K24 K23 K22 K21 K20 K19 K18 K16,13,6005,4469
עין הבשור [1240],1240,עין הבשור,1240,עין הבשור,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5914,4447
ישרש [828],828,ישרש,828,ישרש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5925,4445
עברון [376],376,עברון,376,עברון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,13,5801,4445
רומאנה [539],539,רומאנה,539,רומאנה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5787,4434
נס הרים [825],825,נס הרים,825,נס הרים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6001,4424
נתיב העשרה [1242],1242,נתיב העשרה,1242,נתיב העשרה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5663,4424
צרופה [612],612,צרופה,612,צרופה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5869,4420
אל סייד [1359],1359,אל סייד,1359,אל סייד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18,18,9871,4419
מגשימים [722],722,מגשימים,722,מגשימים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5725,4419
צנדלה [636],636,צנדלה,636,צנדלה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,10053,4417
משמר הנגב [395],395,משמר הנגב,395,משמר הנגב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,6775,4412
משמר השבעה [729],729,משמר השבעה,729,משמר השבעה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5811,4412
בניה [685],685,בניה,685,בניה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5349,4387
צורית [1221],1221,צורית,1221,צורית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5656,4386
הסוללים [677],677,הסוללים,677,הסוללים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5817,4381
נילי [3655],3655,נילי,3655,"ניל""י",1,automatic_code_match,K25 K24 K23 K22 K21,10,5829,4379
מזרע [104],104,מזרע,104,מזרע,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6087,4374
רמת הכובש [184],184,רמת הכובש,184,רמת הכובש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,13,5708,4369
גאולים [379],379,גאולים,379,גאולים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5860,4363
משען [791],791,משען,791,משען,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5825,4354
כמאנה [1331],1331,כמאנה,1331,כמאנה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,8262,4351
חמאם [993],993,חמאם,993,חמאם,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,9367,4348
שדה נחמיה [329],329,שדה נחמיה,329,שדה נחמיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5814,4339
פטיש [749],749,פטיש,749,פטיש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5440,4335
עין יעקב [813],813,עין יעקב,813,עין יעקב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5651,4316
אמונים [772],772,אמונים,772,אמונים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5992,4312
ריחאניה [540],540,ריחאניה,540,ריחאנייה,1,reviewed_locality,K25 K24 K23 K22 K21 K20 K19 K18 K16,17,7813,4312
רומת הייב [997],997,רומת הייב,997,רומת הייב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,19,10996,4293
יד מרדכי [358],358,יד מרדכי,358,יד מרדכי,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6025,4288
געש [842],842,געש,842,געש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5545,4278
גינתון [863],863,גינתון,863,גינתון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5413,4273
משמרת [425],425,משמרת,425,משמרת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5379,4266
פוריה עילית [1313],1313,פוריה עילית,1313,פורייה עילית,1,reviewed_locality,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6471,4252
כוכב מיכאל [824],824,כוכב מיכאל,824,כוכב מיכאל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5844,4249
חוסן [662],662,חוסן,662,חוסן,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5860,4246
רמת השופט [335],335,רמת השופט,335,רמת השופט,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,14,6081,4235
סלעית [3567],3567,סלעית,3567,סלעית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5292,4230
גנות הדר [549],549,גנות הדר,549,גנות הדר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5444,4210
כפר מונש [387],387,כפר מונש,387,כפר מונש,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,12,5476,4190
בני עטרות [448],448,בני עטרות,448,בני עטרות,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5045,4180
נצר סרני [435],435,נצר סרני,435,נצר סרני,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5229,4165
נחושה [59],59,נחושה,59,נחושה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5272,4160
ניר גלים [720],720,ניר גלים,720,ניר גלים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,4932,4157
בית קמה [598],598,בית קמה,598,בית קמה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5249,4141
שמיר [366],366,שמיר,366,שמיר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5803,4134
אלוני אבא [429],429,אלוני אבא,429,אלוני אבא,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5238,4133
אחיהוד [785],785,אחיהוד,785,אחיהוד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5318,4125
סעד [419],419,סעד,419,סעד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5337,4124
אביגדור [819],819,אביגדור,819,אביגדור,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5182,4119
חניאל [807],807,חניאל,807,חניאל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,13,5660,4119
גן יאשיה [734],734,גן יאשיה,734,גן יאשיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5227,4101
יצהר [3749],3749,יצהר,3749,יצהר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5212,4095
ברור חיל [428],428,ברור חיל,428,ברור חיל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5996,4091
עזר [1149],1149,עזר,1149,עזר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5383,4090
פתחיה [839],839,פתחיה,839,פתחיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5371,4068
בוסתן הגליל [559],559,בוסתן הגליל,559,בוסתן הגליל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,5290,4064
כפר בלום [357],357,כפר בלום,357,כפר בלום,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,11,6036,4063
תלמי אלעזר [2003],2003,תלמי אלעזר,2003,תלמי אלעזר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5248,4047
כפר שמואל [743],743,כפר שמואל,743,כפר שמואל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,4901,4041
באר גנים [1376],1376,באר גנים,1376,באר גנים,1,automatic_code_match,K25 K24 K23 K22 K21 K20,10,4857,4039
ניצן ב' [1419],1419,ניצן ב',1419,ניצן ב',1,automatic_code_match,K22 K21 K20 K19 K18,13,5351,4034
גן השומרון [225],225,גן השומרון,225,גן השומרון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5266,4027
צלפון [796],796,צלפון,796,צלפון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5432,4022
בית נחמיה [784],784,בית נחמיה,784,בית נחמיה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5274,4020
יגל [798],798,יגל,798,יגל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5163,4019
שדה יעקב [142],142,שדה יעקב,142,שדה יעקב,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,4975,4019
גזית [457],457,גזית,457,גזית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,5516,3998
בטחה [762],762,בטחה,762,בטחה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,5093,3992
